video_id,question_type,question,a0,a1,a2,a3,a4,correct_idx,predicted_idx,is_correct,confidence,prob_a0,prob_a1,prob_a2,prob_a3,prob_a4,correct_answer,predicted_answer
1OvfDClgLws_000000_000010,explanatory,Why did [person_1] look directly at the camera?,[person_1] is   trying to somersault.,[person_1] is reading newspaper.,Because the person holding the camera was speaking something to [person_1].,[person_1] splashed water at [person_1].,[person_1] is greeting her audience.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,Because the person holding the camera was speaking something to [person_1].,Because the person holding the camera was speaking something to [person_1].
yQP-x4lJ52k_000006_000016,predictive,What is [person_2] going to do?,[person_2] is going to go straight ahead.,[person_2] is going to go out.,[person_2] is going to eat.,[person_2] is going to open the gift.,[person_2] is going to open it and see what's inside.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is going to go out.,[person_2] is going to go out.
yQP-x4lJ52k_000006_000016,counterfactual,What will happen if [person_1] falls?,[person_1] will get wet.,The leg of [person_1] may not hurt.,[person_1] will be hurt.,Maybe [person_1] will get up and skate again.,[person_1] will not practice.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will be hurt.,[person_1] will be hurt.
yQP-x4lJ52k_000006_000016,counterfactual_reason,Why?,[person_1] is skateboarding very fast.,[person_1] may have been injured and needed treatment.,[person_1] could go to the hospital.,[person_1] cannot complete his challenge.,[person_1] gets hit by a chess board.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] gets hit by a chess board.,[person_1] gets hit by a chess board.
658eMQA0_ks_000496_000506,explanatory,Why does not [person_1] hit the badminton ball?,[person_1] he is shaving [person_1].,The [person_1] gave the [person_1] some paper.,The [person_1] touches treble keyboard to talk about the usage of treble keyboard.,"Because when [person_1] is snatching weight lifting , [person_1] needs the weight lifting.",Because [person_1] does not in time to hit the badminton ball.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] does not in time to hit the badminton ball.,Because [person_1] does not in time to hit the badminton ball.
658eMQA0_ks_000496_000506,predictive_reason,Why?,[person_1] wants to see the pig.,Because [person_1] does not hit the ball so the other person will hit the ball over the net.,[person_1] is a baby lying on the floor.,[person_1] is holding a candy pack.,[person_1] is holding the guitar.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] does not hit the ball so the other person will hit the ball over the net.,Because [person_1] does not hit the ball so the other person will hit the ball over the net.
ej-ZMIHobVo_000072_000082,descriptive,where is the flashlight?,Balls is on the rack.,the flashlight is on the table.,It is cyan.,The floor is brown.,It is dark.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,the flashlight is on the table.,the flashlight is on the table.
ej-ZMIHobVo_000072_000082,explanatory,why does [person_1] turn on flashlight?,[person_1] wants to test the flashlight.,Because wearing shorts makes [person_1] be easy to move around.,To open the [person_1].,To avoid being exposed to the sun.,[person_1] stands on the yard to play gongs.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] wants to test the flashlight.,[person_1] wants to test the flashlight.
ej-ZMIHobVo_000072_000082,counterfactual,what would happen if [person_1] did not pick up the flashlight?,[person_1] would not be able to put papers in the machine.,The children would enjoy it very much.,He will still use the broken bandage to cover his wound.,[person_1] would not be able to light up things on the table.,[person_1] may not look back.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] would not be able to light up things on the table.,[person_1] would not be able to light up things on the table.
ej-ZMIHobVo_000072_000082,counterfactual_reason,Why?,Because [person_1] loses his balance to stand so he will fall down on the toy and it will hurt him.,the flashlight is on the table so [person_1] has to raise it higher to light things on the table.,"if [person_1] caught fire , [person_1] would be focused on trying to put out the fire.",Because [person_1] did not feel happy when playing with [person_1].,"Because [person_1] is still a baby , if [person_1] does not feel happy , [person_1] will cry.",1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,the flashlight is on the table so [person_1] has to raise it higher to light things on the table.,the flashlight is on the table so [person_1] has to raise it higher to light things on the table.
r5nYtjZl7Ww_000019_000029,explanatory,Why is [person_1] having   a lot of cup in his hand?,[person_1] is playing roller skating.,[person_1] is playing the harmonica to relax.,[person_1] is stacking cups.,[person_1] would like to do a handstand safely.,Because there is something wrong with her mind.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is stacking cups.,[person_1] is stacking cups.
jtMXX7arPEk_000063_000073,predictive_reason,Why?,[person_1] arms are outstretched to welcome the baby.,[person_1] is still holding it.,It seems that [person_1] is passionate about the sound of the harmonica.,[person_1] is in a position about to lift weights.,[person_1] is still under the sea.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,It seems that [person_1] is passionate about the sound of the harmonica.,It seems that [person_1] is passionate about the sound of the harmonica.
yDs5wE4351Q_000000_000010,descriptive,How many dice are there on the floor?,It is on the shelf.,There are 8 dice on the floor.,It is on the roadside.,[person_1] is sitting next to the conga drums.,[person_1] is on the sand.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,There are 8 dice on the floor.,There are 8 dice on the floor.
yDs5wE4351Q_000000_000010,explanatory,Why does [person_1] stack dice on the floor?,Because it is easier for him to stack them.,[person_1] is playing guitar there.,[person_1] is looking at the book to play the flute.,[person_1] is practicing playing basketball.,The floor is very flat and easier to stack dice.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The floor is very flat and easier to stack dice.,The floor is very flat and easier to stack dice.
yDs5wE4351Q_000000_000010,counterfactual_reason,Why?,There is no one around [person_1].,Because [person_1] would get hurt.,There would be nothing except for the candy on [person_1]'s hand.,"To stack dice , the player must swing the cup back and forth equally.",The snow is on the trampoline and it could melt at any moment.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,"To stack dice , the player must swing the cup back and forth equally.","To stack dice , the player must swing the cup back and forth equally."
lPFtN6pPsE4_000099_000109,explanatory,Why is [person_1] in the garden?,[person_1] is taking a bath.,[person_1] is showing that the fruit is so hard.,Because [person_1] is watering the plants.,Because [person_1] sees another person looking exactly like him in it.,Maybe [person_1] likes to play in the garden.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Maybe [person_1] likes to play in the garden.,Maybe [person_1] likes to play in the garden.
lPFtN6pPsE4_000099_000109,counterfactual,What will happen if it rains?,[person_1] will take off [person_1] from the workbench.,Dog would have to run on the road.,[person_1] will stop playing in the garden,[person_1] can not throw it into basket.,[person_1] will wake up.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will stop playing in the garden,[person_1] will stop playing in the garden
WL3YFVGr9MI_000001_000011,explanatory,Why does everyone putting back the dominoes in boxes?,Because it is very sunny outside.,Because they are not going to play dominoes anymore.,Because [person_2] has bought it.,[person_2] is performing his techniques.,[person_2] is having a practice match.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,Because they are not going to play dominoes anymore.,Because they are not going to play dominoes anymore.
wGrmBg7PTXI_000010_000020,descriptive,What color of the [bottle_1]?,The wall is white.,[bottle_1] uses a shoe.,The [bottle_1] is black.,The background is white.,It's yellow.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The [bottle_1] is black.,The [bottle_1] is black.
wGrmBg7PTXI_000010_000020,explanatory,Why is [person_1] in the gym?,[person_1] must to train to change its body.,Maybe it is hot.,The weather is hot.,[person_1] is getting ready to go somewhere.,[person_1] is lifting weights.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is lifting weights.,[person_1] is lifting weights.
bKUJvyPccHA_000003_000013,predictive_reason,Why?,Long time aerobic exercise is significant.,[person_1] switched the hammer into another hand.,[person_1] finished playing.,[person_1] feels excited.,"In the video , [person_1] stopped tattooing once to take a break and clean his pattern and he will probably do that again.",0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Long time aerobic exercise is significant.,Long time aerobic exercise is significant.
bKUJvyPccHA_000003_000013,counterfactual,What if [person_1] struck at the ground?,He would stop eating.,The person will pick [person_1] up.,[person_1] would have to walk.,"[person_1] may be not hurt herself,",The ground would be broken.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The ground would be broken.,The ground would be broken.
JbAFyQIQlZk_000000_000010,descriptive,Where are [person_1] and [person_2]?,[person_1] and [person_2] are on the basketball court.,[person_1] and [person_2] are in the swimming pool.,[person_1] and [person_2] are in the roller skating rink.,[person_1] and [person_2] are on the bed.,[person_1] and [person_2] are in the children's play area.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] and [person_2] are in the roller skating rink.,[person_1] and [person_2] are in the roller skating rink.
JbAFyQIQlZk_000000_000010,predictive_reason,Why?,[person_1] and [person_2] dance on the roller skates in a professional way.,[person_1] and [person_2] are paying attention to this game a lot.,[person_2] is backing into the truck.,[person_1] and [person_2] are performing a long dance.,[person_1] and [person_2] are completing the performance.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] and [person_2] dance on the roller skates in a professional way.,[person_1] and [person_2] dance on the roller skates in a professional way.
JbAFyQIQlZk_000000_000010,counterfactual_reason,Why?,[person_1] will stop skating.,[person_2] may not keep presenting.,[person_1] will hug the man.,[person_2] will stop smoking.,The roller skating rink will be dark then.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The roller skating rink will be dark then.,The roller skating rink will be dark then.
yD0YXfKQG-A_000014_000024,descriptive,Where is [car_1]?,[car_1] is on the floor.,[car_1] is on the road and next to the [car_2].,[car_1] is on the table.,It is on the table.,The hat is white.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[car_1] is on the road and next to the [car_2].,[car_1] is on the road and next to the [car_2].
yD0YXfKQG-A_000014_000024,predictive_reason,Why?,[person_1] put down the weight lifting.,[person_1] is talking with his friend.,[person_1] finishes working.,[person_1] took the book in hand and read it.,There are many trees in the garden.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] took the book in hand and read it.,[person_1] took the book in hand and read it.
J9XcrpTm4yc_000106_000116,explanatory,Why is [person_1] standing on a scaffold?,Because [person_1]'s balance is so good.,[person_1] is plastering a high wall.,Because he's happy.,Maybe the weather is cold.,[person_1] is stacking cups.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is plastering a high wall.,[person_1] is plastering a high wall.
urV55pnO3TA_000031_000041,explanatory,Why is the [person_1] holding his hand on the [refrigerator_1] door?,Because [person_1] learns about animals.,Because the [person_1] needs to keep the [refrigerator_1] door open.,The [person_1] wanted to walk by the [refrigerator_1].,because [person_1] has to do that or [person_1] will fall.,[refrigerator_1] is watching [person_1] lift weights.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,Because the [person_1] needs to keep the [refrigerator_1] door open.,Because the [person_1] needs to keep the [refrigerator_1] door open.
urV55pnO3TA_000031_000041,predictive,What will the [person_1] do next?,The [person_1] seems to be about to pull open the lower drawer of the [refrigerator_1].,The [person_1] will rub the clothes.,The [person_1] will make a video.,The [person_1] will show the internal structure of the [refrigerator_1].,The [person_1] seems to consistently open and close the door of the refrigerator.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_1] will show the internal structure of the [refrigerator_1].,The [person_1] will show the internal structure of the [refrigerator_1].
urV55pnO3TA_000031_000041,predictive_reason,Why?,Because [person_1] and [person_2] want to get across the river.,Because the [person_1] seems to have finished showing the lower drawer of the [refrigerator_1].,Because the [person_1] and the [person_2] cleaned out the [refrigerator_1].,The [person_1] adjusts the colors and just starts the painting.,For the [person_1] has opened the refrigerator and seemed to be looking for something.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,Because the [person_1] and the [person_2] cleaned out the [refrigerator_1].,Because the [person_1] and the [person_2] cleaned out the [refrigerator_1].
urV55pnO3TA_000031_000041,counterfactual,What happens if the [refrigerator_1] suddenly loses power?,[person_1] will be penalized for drinking all that beer.,[person_1] will have to swim then.,[person_1] would not smile or so happy.,[person_1] and [person_1] might not practice.,The [person_1] will check the cause of the power failure.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_1] will check the cause of the power failure.,The [person_1] will check the cause of the power failure.
GCqfYSOcJ8c_000002_000012,descriptive,What color is the line at [person_1]'s feet?,The line is yellow.,It is a violin.,There are 2 bottles.,That is [person_1].,A spoon.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The line is yellow.,The line is yellow.
GCqfYSOcJ8c_000002_000012,explanatory,Why does [person_1] bend over?,[person_1] is here to help [person_1] practicing tackling.,The [person_1] wants to pick some blueberries.,[person_1] is helping [person_1] practicing martial arts.,[person_1] bends over to touch [person_1]'s feet during exercise.,To pull the cork out which is sticking on the opener.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] bends over to touch [person_1]'s feet during exercise.,[person_1] bends over to touch [person_1]'s feet during exercise.
GCqfYSOcJ8c_000002_000012,predictive,Which direction will [person_1] go?,[person_1] will go straight ahead.,[person_1] will wash her face in the sink behind her.,[person_1] will continue to spread mayonnaise．,[person_1] will continue dancing.,[person_1] will go on practicing.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will go straight ahead.,[person_1] will go straight ahead.
u8dAnKA2XWw_000171_000181,explanatory,Why do [person_1] and [person_2] clap their hands together?,[person_1] is stacking dice.,[person_1] is shaking the dice.,Because [person_1] is stacking the dice with a cup.,Because [person_1] and [person_2] are playing a game of clapping.,[person_1] presses the phone screen to start the timer.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,Because [person_1] and [person_2] are playing a game of clapping.,Because [person_1] and [person_2] are playing a game of clapping.
u8dAnKA2XWw_000171_000181,counterfactual_reason,Why?,Gloves can make [person_1] warm.,Clothes can make [person_1] feel warm.,The clapping game must require two players.,They will fall down.,[person_1] is teaching.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The clapping game must require two players.,The clapping game must require two players.
g3EopacZato_000037_000047,descriptive,Who is practicing with [person_1]?,[person_2] and [person_1] contain a lot of apple.,It is an accordion.,It is white.,[person_2] is practicing with [person_1].,[person_1] is near the boys.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] is practicing with [person_1].,[person_2] is practicing with [person_1].
frIppDi5gIU_000015_000025,descriptive,How is the room ?,The room is quite small.,It is nicely decorated.,It is spacious.,It is quite dark.,It is quite large.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,The room is quite small.,The room is quite small.
frIppDi5gIU_000015_000025,predictive_reason,Why?,Because [person_1] still has cards in hands.,[person_1] is putting feet on the ground and standing up.,[person_1] is opening the mouth while banging the drums.,Because [person_1] wants the woman to be happy.,[person_1] is going to sit on the chair.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is putting feet on the ground and standing up.,[person_1] is putting feet on the ground and standing up.
frIppDi5gIU_000015_000025,counterfactual_reason,Why?,Because [person_1] can't leave his nose bleeding.,The cameraman fears that the [person_1] will put the paper into his mouth.,Maybe [person_1] won't be able to drink it.,This is the bedroom.,[person_1] will lie down on the bed.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The cameraman fears that the [person_1] will put the paper into his mouth.,The cameraman fears that the [person_1] will put the paper into his mouth.
a7eiAsQ9Z9Q_000048_000058,explanatory,How good is [person_1] at playing maracas?,[person_1] feels bored after work.,Because [person_1] goes out with [person_1].,[person_1] plays maracas masterfully.,Because he has already won one.,[person_1] is enjoying the rhythm of music.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] plays maracas masterfully.,[person_1] plays maracas masterfully.
a7eiAsQ9Z9Q_000048_000058,predictive_reason,Why?,To relax for a while.,[person_1] has just changed from dual maracas period to singular maraca period.,[person_1] looks like a bad whistler.,[person_1] may continue to high five with the [person_1].,[person_1] is putting hand on the corner of the page.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] has just changed from dual maracas period to singular maraca period.,[person_1] has just changed from dual maracas period to singular maraca period.
a7eiAsQ9Z9Q_000048_000058,counterfactual_reason,Why?,Using two maracas is suitable for juggling.,it is snowing heavily.,Many people come to [person_1] to treat insomnia.,Because [person_1] did not need to put the can close to camera in order to zoom out the words for the audiences to read.,Wild animals may attack strangers who intrude their space.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,Using two maracas is suitable for juggling.,Using two maracas is suitable for juggling.
DBfOnVhPYs0_000007_000017,descriptive,How many trash cans are there?,There is one person.,There are eight people.,There are six people.,There are two.,There are 4 people.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,There are two.,There are two.
DBfOnVhPYs0_000007_000017,explanatory,How does [person_2] roast marshmallows?,[person_2] uses several bottles to catch the juice.,Because [person_2] enjoys playing with a mini accordion.,Because the person who is lying on [oven_1] is enjoy massaging.,[person_2] lets the drill speedily rotate the apple while he is holding a peeler on the skin.,[person_2] uses [oven_1] to make roasted marshmallows.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] uses [oven_1] to make roasted marshmallows.,[person_2] uses [oven_1] to make roasted marshmallows.
DBfOnVhPYs0_000007_000017,counterfactual,What would happen if [person_1]'s parents come?,[person_1] would give some marshmallows to them.,[person_1]'s glasses will break.,[person_1] will do her homework.,[person_1] and [person_1] would not do high - five.,Then [person_1] will turn off the fire first.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] would give some marshmallows to them.,[person_1] would give some marshmallows to them.
kszBiOjOBns_000248_000258,descriptive,Where is a [bed_1]?,It is on the side of the road.,[person_1] is a toddler.,[bed_1] is near [person_1].,It is in the parking lot.,[person_1] is using the slipper.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[bed_1] is near [person_1].,[bed_1] is near [person_1].
kszBiOjOBns_000248_000258,predictive,What will [person_1] do next after seeing [book_1]?,[person_1] will get off excitedly.,[person_1] will choose to dance again.,[person_1] will mow in this direction.,[person_1] will skate forward with a rapid speed.,[person_1] will start to read it.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will start to read it.,[person_1] will start to read it.
yLe2apbmnjY_000006_000016,descriptive,How many televisions are there?,There are 6 people.,There are five people.,There are two televisions.,There are four people.,There are seven.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,There are two televisions.,There are two televisions.
yLe2apbmnjY_000006_000016,predictive_reason,Why?,"[person_1] has lowered his body , then [person_1] will raise his body.",Maybe [person_1] is having fun.,[person_1] finishes singing.,[person_1] looks so excited.,Maybe [person_1] started weaving fabric.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,"[person_1] has lowered his body , then [person_1] will raise his body.","[person_1] has lowered his body , then [person_1] will raise his body."
Z2BKJSX-EMA_000019_000029,descriptive,Where is [person_1]?,[person_1] is on the stage.,[person_1] is outside.,[person_1] is in the cup - stacking game room.,[person_1] is in the sawmill.,[person_1] is in bathroom.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is outside.,[person_1] is outside.
Z2BKJSX-EMA_000019_000029,predictive,What are [person_1] and [person_1] going to do?,[person_1] and [person_2] are going to stop dancing.,[person_1] and [person_2] are going to have a rest.,[person_1] and [person_2] is going to perform together.,[person_1] and [person_2] will keep talking.,[person_1] and [person_2] will leave the room.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] and [person_2] is going to perform together.,[person_1] and [person_2] is going to perform together.
Z2BKJSX-EMA_000019_000029,counterfactual,What will happen if one of them misfires?,[person_2] will stop practicing.,[person_1] and [person_2] will ignore that mistake and continue playing.,[person_2] will go inside.,[person_2] will stop doing exercise.,[person_2] won't be able to do it.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] and [person_2] will ignore that mistake and continue playing.,[person_1] and [person_2] will ignore that mistake and continue playing.
dSeDg2HVKJA_000082_000092,explanatory,Why is [person_2] holding a bow?,[person_2] is feeling easier to play standing up.,[person_2] is a little nervous.,[person_2] is introducing the harmonica.,[person_2] is planing wood.,Because it's the instrument for playing the cello.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,Because it's the instrument for playing the cello.,Because it's the instrument for playing the cello.
dSeDg2HVKJA_000082_000092,predictive,What will [person_2] do next?,It is probable that [person_2] will go to rest.,It is predicted that [person_1] will play the cello.,[person_2] is bound to throw the ball into the cups.,It is probable that [person_2] will try her best to play the game.,[person_2] will dry [person_1]'s head.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,It is predicted that [person_1] will play the cello.,It is predicted that [person_1] will play the cello.
HixA07_FS60_000033_000043,descriptive,What is the mechanical bull doing?,The apple skin drops on the bottom of the handheld peeler machine.,The mechanical bull is moving up and down.,[person_1] is on the grass.,[person_1] wears a white shirt.,[person_1] wears a black shirt.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The mechanical bull is moving up and down.,The mechanical bull is moving up and down.
HixA07_FS60_000033_000043,predictive,What is the mechanical bull going to do after [person_1] sits on it?,[person_1] and [person_1] will carry on playing.,[person_1] and [person_1] will continue to switching places.,The mechanical bull is going to raise its level.,It will bounce.,It will be sold.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The mechanical bull is going to raise its level.,The mechanical bull is going to raise its level.
fiBieiZEcEA_000183_000193,explanatory,Why is the [person_2] laughing?,[person_1] wanted to check the grapes.,"Maybe the weather is cold,",The [person_1] stands up to pour the wine easier.,By using a circular saw.,The [person_2] is happy while talking to the [person_1].,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_2] is happy while talking to the [person_1].,The [person_2] is happy while talking to the [person_1].
fiBieiZEcEA_000183_000193,predictive,What would the [person_1] going to do?,They will pay all attention on the competition.,The [person_1] may go back to the [person_2] and keep talking to the [person_2].,The audience will give her applause.,[person_1] may be preparing to play a song.,[person_2] might cut [person_2].,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The [person_1] may go back to the [person_2] and keep talking to the [person_2].,The [person_1] may go back to the [person_2] and keep talking to the [person_2].
I9f-tHc8M44_000029_000039,descriptive,What color shirt is [person_1] wearing?,[person_1]'s shirt is yellow.,Camels.,It is at a construction site.,It is a party held for proposal.,Sushi.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1]'s shirt is yellow.,[person_1]'s shirt is yellow.
I9f-tHc8M44_000029_000039,explanatory,Why is [person_1] sitting in front of the table?,[person_1] is sitting in front of the table to tap the pen easier on the table.,[person_1] is playing cymbals in the room.,Because they're watching the man in the middle perform.,[person_1] is practicing standing on his hands.,They are the audiences and the judges.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is sitting in front of the table to tap the pen easier on the table.,[person_1] is sitting in front of the table to tap the pen easier on the table.
I9f-tHc8M44_000029_000039,predictive,How will [person_1]'s right hand move next?,[person_1]'s right hand will tap the pen down.,[person_1] will put the inhaler into the mouth.,[person_1] will definitely play the gong.,[person_1] is a referee.,[person_1] will play the guitar.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1]'s right hand will tap the pen down.,[person_1]'s right hand will tap the pen down.
eWL7cn3UddM_000012_000022,predictive,What is the mechanical bull going to do next after [person_1] sits on it?,[person_1] may be a fitness coach.,The mechanical bull is going to move faster.,The man will continue to wrap the rope around the Christmas tree.,[person_1] will find all the eggs.,The [person_1] will continue to open the [person_1].,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,The mechanical bull is going to move faster.,The mechanical bull is going to move faster.
C03fsBh5IUg_000612_000622,explanatory,Why is [person_1] holding the lute?,To keep mushrooms fresh.,[person_1] and [person_1] are playing chess.,[person_1] is playing the guitar bass and needs to touch the metal bass strings to create music.,Because the [person_1] wants to learn to play accordion.,[person_1] is playing lute.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is playing lute.,[person_1] is playing lute.
C03fsBh5IUg_000612_000622,counterfactual,What will happen if [person_1] sings?,[person_1] will not do exercise.,[person_1] will stop laughing.,[person_2] will need a break.,[person_2] will sing her favorite song.,[person_1] may go home.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_2] will sing her favorite song.,[person_2] will sing her favorite song.
htx0eMMBkeA_000031_000041,counterfactual,What if someone proposes betting money in the game?,They would stop performing.,Windows will be broken.,The other people would refuse that.,[person_6] will practice wrongly.,She will be hurt.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,The other people would refuse that.,The other people would refuse that.
SEW0bFfTqvg_000009_000019,predictive,What will [person_1] do next?,[person_1] will drink the champagne in the bottle.,It is anticipated that [person_1] will stop talking on the phone.,[person_1] will ask someone for help.,[person_1] will show the balloon in his hand to the camera.,[person_1] will stand up.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] will drink the champagne in the bottle.,[person_1] will drink the champagne in the bottle.
SEW0bFfTqvg_000009_000019,counterfactual,What if [person_1] was not familiar with champagne?,The [person_1] will save time when peeling by bare hands.,[person_1] would have to play alone.,[person_1] would squat in her garden.,Maybe the sword will stuck in [person_1] mouth.,[person_1] could not open it easily.,4,4,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] could not open it easily.,[person_1] could not open it easily.
2B3BwDYBRPY_000037_000047,descriptive,How many trees in the room?,There are three.,There is only person.,There are 4 trees.,There are three people.,There are two vases.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,There are 4 trees.,There are 4 trees.
2B3BwDYBRPY_000037_000047,explanatory,Why is [person_1] holding the maracas in his hand?,[person_1] is shaking the maracas.,[person_1] is making video.,[person_1] is holding the stick for safety and moving faster.,Because a lot of people want to see their body after training.,Because a lot of people want to see their bodies after they practice.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is shaking the maracas.,[person_1] is shaking the maracas.
2B3BwDYBRPY_000037_000047,counterfactual,What would happen if [person_1] fell?,Perhaps [person_1] would talk with her so that [person_1] could not ask for some water.,[person_1] might cry.,[person_1]'s father would help [person_1].,[person_1] would help [person_1] stand up.,[person_1] would fall too.,2,2,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1]'s father would help [person_1].,[person_1]'s father would help [person_1].
2B3BwDYBRPY_000037_000047,counterfactual_reason,Why?,[person_1]'s father is taking care of [person_1].,[person_1] is so strong and [person_1] pulls the rope.,because [person_1] is standing close to the edge.,There is no one around [person_1] and he needs help.,[person_1] will make a chess piece fly away.,0,0,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1]'s father is taking care of [person_1].,[person_1]'s father is taking care of [person_1].
LRCdswcYpic_000005_000015,descriptive,What color is the shirt [person_1] wearing?,It is pink.,It is white.,It is black.,It is   black.,It is purple.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,It is white.,It is white.
mHgvF_Dz9zQ_000011_000021,explanatory,How does [person_1] roast marshmallows?,[person_1] is looking down at both of his hands while he plays so he doesn't mess up.,[person_1] does that by sticks and crouches himself.,For spiting out the bottle cap.,Because it's easy to get over there.,[person_1] wants to build her core strength.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] does that by sticks and crouches himself.,[person_1] does that by sticks and crouches himself.
c2WyxV0dxjo_000296_000306,descriptive,Where is [person_1]?,[person_1] is sitting on a couch.,[person_1] is in a guitar shop.,[person_1] is in a small library.,[person_1] is sitting next to [person_2].,[person_1] is at a grocery store.,3,3,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] is sitting next to [person_2].,[person_1] is sitting next to [person_2].
c2WyxV0dxjo_000296_000306,predictive,What will happen with [person_1] and [person_2] next after the show begins?,[person_2] will teach [person_1] to tie the balloon.,[person_1] and [person_2] will continue performing.,[person_2] is ironing hair for [person_1].,[person_2] will judge how [person_1] play.,[person_1] will use the food on top of [person_1] to make something.,1,1,True,0.2,0.2,0.2,0.2,0.2,0.2,[person_1] and [person_2] will continue performing.,[person_1] and [person_2] will continue performing.
